station_id,lat,lon,gwr_pm25_mean,n_obs,coverage,eligible_8080,elevation_m,slope_deg,dist_major_road_m,road_density_500m,built_frac_500m,tree_frac_500m
ag_167257,43.241181,76.933831,25.33702928870293,956,1.0,True,847.22021484375,4.377422756581658,25.23124134800142,21.777404987607117,0.5108997225525168,0.4623860483551328
ag_167258,43.450782,76.943029,47.114121338912135,956,1.0,True,631.1685180664062,2.546457251204264,52.08195399531958,10.905091232020585,0.3638805498498973,0.0580660451888134
ag_167259,43.2362,76.9652,22.80282722513089,955,0.9989539748953976,True,936.062255859375,8.065214300205318,228.06704089303716,14.373014071193436,0.3747224865207739,0.5868220742150333
ag_167263,43.3179,76.9374,41.149267782426776,956,1.0,True,704.78173828125,1.8643367102517017,109.47512611804513,20.66674339137761,0.7745486221095977,0.2228381374722838
ag_167264,43.3054,76.9312,43.27479079497908,956,1.0,True,712.2210083007812,3.041761926845419,84.39135755700016,15.879817588990935,0.733872245997781,0.1883816769694087
ag_167265,43.3251,76.9866,30.7173640167364,956,1.0,True,689.2688598632812,1.0109045160090195,251.44647793078036,16.44345552092156,0.3778904022806462,0.1960722204624643
ag_167266,43.303307,77.185303,31.27026178010471,955,0.9989539748953976,True,984.7047729492188,3.398151139008044,138.54759133793604,12.5770810479331,0.7776193870277975,0.1518967292310129
ag_167270,43.3503,76.9888,35.45470711297071,956,1.0,True,674.68408203125,2.2958183770369955,215.76060464159,15.05422680515484,0.6930199430199431,0.3012820512820512
ag_167271,43.2456,76.8348,38.20983263598326,956,1.0,True,774.2138061523438,2.920611755767551,19.46955418398579,0.0,0.7674732249107497,0.20325267750892503
ag_167415,43.2406,76.8824,29.146129707112973,956,1.0,True,803.4572143554688,2.050786534373003,6.419171102896189,20.317470664765604,0.8470075307173999,0.0637336504161712
ag_167417,43.2452,76.9075,22.114644351464435,956,1.0,True,804.3428344726562,3.3659391006466466,15.258343512121856,21.54546103460431,0.5882446134347274,0.3966254752851711
ag_167418,43.3115,76.9015,35.089109947643976,955,0.9989539748953976,True,717.5066528320312,4.574706160875697,104.46035621787772,19.81875416469876,0.4178820545339252,0.4518864933417882
ag_167419,43.1729,76.8154,21.171835443037978,948,0.99163179916318,True,991.3831787109376,5.52953486858959,933.1545655113234,15.63317168295144,0.1683466941820779,0.7593459798396698
ag_167420,43.2777,77.0055,24.237277486910997,955,0.9989539748953976,True,771.3120727539062,2.198255509957725,167.1913909148403,14.21337162399118,0.7053840063341251,0.01187648456057
ag_167422,43.3121,77.098,26.261610878661088,956,1.0,True,773.857177734375,2.668322402570966,610.5009017015296,10.094744936337811,0.4814697497624327,0.4802819132087425
ag_167423,43.1952,76.8645,25.80805439330544,956,1.0,True,967.1586303710938,3.722363123884498,24.140965781916254,0.0,0.5015060240963856,0.4380944831959417
ag_167424,43.2337,76.8642,24.583891213389123,956,1.0,True,823.6612548828125,3.530989662078916,100.2983521412402,22.72808223680601,0.4212654614652711,0.5628766254360926
ag_167428,43.2904,76.8507,57.368272251308895,955,0.9989539748953976,True,736.08447265625,1.2439261774906507,0.5180889850564215,18.893215738209697,0.9715373027828432,0.0204550860223578
ag_167430,43.3958,76.9865,44.00345188284519,956,1.0,True,647.3798217773438,2.015496498021002,159.2933048307041,12.262950688310443,0.4085520075877332,0.3130730319317104
ag_167431,43.2706,76.8612,41.18628272251309,955,0.9989539748953976,True,752.1661376953125,3.577487865747917,78.28440350075935,15.78843514176579,0.691014354825918,0.2819414703783012
ag_167432,43.2537,76.9064,25.229664570230607,954,0.997907949790795,True,787.2236328125,4.122208464216705,15.275642791882408,26.471896514383005,0.6208699786070835,0.3684335631091038
ag_167433,43.2414,76.8608,25.269989506820565,953,0.9968619246861924,True,797.0750122070312,7.904955306888784,203.5285438897282,15.623081079984628,0.304506505871152,0.2898286258330688
ag_167435,43.358,76.9792,43.63995815899582,956,1.0,True,669.6572265625,2.573219078701858,8.438339210964052,11.631904430071192,0.596187312134156,0.3118968517639614
ag_167436,43.1933,76.9035,21.917610062893083,954,0.997907949790795,True,990.660400390625,5.439669317450246,2.95964351036817,19.82165548571613,0.5910748256182625,0.3880786303107165
ag_167437,43.2636,76.8336,42.325471698113205,954,0.997907949790795,True,752.9821166992188,1.862352535987972,205.3045182080585,15.884528707480358,0.8312326595323029,0.1423701942132382
ag_167580,43.2355,76.9113,21.442992623814543,949,0.9926778242677824,True,830.9722900390625,5.196832400946434,71.08026972872437,28.809454271201904,0.5764109067850349,0.4160589727330374
ag_167584,43.2497,76.9458,22.66873684210526,950,0.9937238493723848,True,828.572509765625,4.920523975378941,5.429891372269774,26.61897248170092,0.5032109728058353,0.4875921668120193
ag_167585,43.3782,76.8364,41.8017819706499,954,0.997907949790795,True,682.297607421875,0.7410247939204906,891.0753708271974,13.050514766008504,0.7606324110671937,0.0030039525691699
ag_167586,43.4134,76.914,45.96997907949791,956,1.0,True,658.0441284179688,2.222732120781502,146.82010748322512,11.982882015955802,0.8144370651486401,0.1079222011385199
ag_167588,43.1944,76.8876,18.239685863874342,955,0.9989539748953976,True,984.7901611328125,2.709500655927273,9.423288536048252,0.0,0.38789273246588385,0.5092034274833386
ag_167589,43.2536,76.9283,24.96370292887029,956,1.0,True,796.8796997070312,5.323041246290391,6.074785713743448,22.65893320792044,0.6175934004917902,0.3638454826683588
ag_167590,43.219879,76.859159,22.525,956,1.0,True,868.0089111328125,5.047058656583391,355.3418329066901,21.415606679330537,0.2930966156772608,0.7002457002457002
ag_167592,43.2114,76.8434,23.651569037656905,956,1.0,True,884.4119262695312,6.3064079442420535,130.3318746591085,19.05257494810559,0.8738995955270045,0.1041319692283289
ag_167593,43.2019,76.8766,20.710041841004184,956,1.0,True,951.8377685546876,3.9804776628787337,15.22632005948094,20.640760222209813,0.5994606598984772,0.3900697969543147
ag_167594,43.2499,76.8143,30.918410041841003,956,1.0,True,769.2133178710938,1.8128577186921,34.12468477529413,18.28175007486061,0.6279844530816213,0.0598080431506306
ag_167595,43.214577,76.871985,17.113807531380754,956,1.0,True,895.5584716796875,4.315483895077283,35.631538455275795,0.0,0.49393001666269937,0.502340712528763
ag_167596,43.2103,76.9083,21.93077731092437,952,0.99581589958159,True,919.94677734375,2.189923507951053,0.1722571259267125,15.212800149821978,0.4386549290189547,0.5385042430010311
ag_167597,43.2373,76.8333,28.21993569131833,933,0.9759414225941424,True,792.616943359375,3.7088034806401535,228.200405696623,28.187221430944938,0.4904059625753251,0.5061845861084682
ag_167598,43.2255,76.8685,22.6165445026178,955,0.9989539748953976,True,852.134033203125,2.837083133681155,239.72818985116143,21.70576911976641,0.411984126984127,0.5737301587301588
ag_167600,43.474545,76.807185,32.518343815513624,954,0.997907949790795,True,638.7791748046875,1.7440898747421398,203.3901403049403,0.0,0.8158414277817263,0.03490484087499013
ag_167601,43.1793,76.7701,22.958280922431868,954,0.997907949790795,True,896.4225463867188,3.2272285021889986,156.11620700689332,11.915453144132124,0.4959536655030149,0.2052523008568708
ag_167602,43.1919,76.9681,21.47736842105263,950,0.9937238493723848,True,1149.50537109375,5.740346676872835,17.58862306071232,13.89794804432924,0.2366708981275785,0.68732148524278
ag_167604,43.201,76.9136,22.97667364016737,956,1.0,True,951.9556884765624,4.337542417477155,4.511362055193848,17.465300049044735,0.4452120057170081,0.530490709861839
ag_167605,43.3322,76.6498,34.27468487394958,952,0.99581589958159,True,698.7091064453125,1.3243689515205277,1157.4102952574492,0.0,0.3451824875306785,0.0
ag_167608,43.1885,76.9304,23.769874476987447,956,1.0,True,1046.6309814453125,3.846429370155653,0.7595992233067965,10.90266323283759,0.2797808132147395,0.4240787801778907
ag_167610,43.3615,77.1367,24.53157894736842,950,0.9937238493723848,True,756.3644409179688,4.465822841976278,277.68368085244697,0.0,0.38680588514475556,0.34947002056636606
ag_167613,43.3239,77.0644,37.28343815513627,954,0.997907949790795,True,707.5316772460938,1.281405187736684,135.67097485657402,15.952049293110152,0.8930947101678809,0.0544029141590117
ag_167614,43.2267,76.9217,22.93949313621964,947,0.9905857740585774,True,864.4639892578125,3.048448321135646,11.98941652697463,20.368130172439656,0.3808277830637488,0.5810339359340311
ag_167615,43.1658,76.8962,23.832773109243696,952,0.99581589958159,True,1115.61669921875,4.640602380275081,0.4405965017387224,12.731311079578916,0.3191202159758615,0.4875337462283627
ag_167616,43.2169,76.8901,25.156589958159,956,1.0,True,896.223876953125,2.034301698829585,166.14684976933174,20.964064078152813,0.7828707375099128,0.1580491673275178
ag_167617,43.3516,77.0573,39.06705020920502,956,1.0,True,694.0404663085938,3.1520365891699336,163.41250727704036,0.0,0.752652414885194,0.1642121931908155
ag_167618,43.2645,76.9727,23.186820083682008,956,1.0,True,791.6244506835938,5.552167632385816,438.8350653218847,7.944500959619324,0.3119949294881952,0.6561559182379971
ag_167619,43.2179,76.9693,18.21524861878453,905,0.946652719665272,True,1006.1719970703125,4.047379111805875,387.64678449205996,0.0,0.40028569161177685,0.5837631933973494
ag_167621,43.374,76.6266,37.43109947643979,955,0.9989539748953976,True,689.6196899414062,1.9059238627026844,3577.2039361026573,0.0,0.8780063291139241,0.09770569620253164
ag_167622,43.3711,76.7114,38.08556818181818,880,0.9205020920502092,True,683.6994018554688,4.492036912638656,113.12590826540527,0.0,0.7320566590171718,0.1072248160164596
ag_167630,43.2209,76.8362,26.45873015873016,945,0.9884937238493724,True,843.1288452148438,4.792386209101064,103.69493557770564,19.896335643170907,0.7149658784319949,0.2542453578797016
ag_167633,43.2714,76.9568,37.95585774058578,956,1.0,True,764.1261596679688,3.2061419476038493,0.9980874158870197,0.0,0.8318661273693394,0.14751368070425885
ag_167634,43.2662,76.986,26.78294979079498,956,1.0,True,809.9845581054688,4.794572350563979,32.3079845966723,16.83935941858728,0.4172604908946952,0.5085510688836105
ag_167635,43.174919,76.788939,42.907531380753134,956,1.0,True,963.25,3.713408331160376,2.0940929986136614,0.0,0.48820773445564997,0.14920987850393075
ag_167637,43.3611,76.9966,36.18389121338912,956,1.0,True,665.5765380859375,2.43296691400821,3.911177677560349,16.582399802763838,0.6298377522754254,0.3143648595172141
ag_167639,43.3549,76.9524,50.19484210526316,950,0.9937238493723848,True,680.2504272460938,3.727446261570637,129.80597750577755,18.763199585327943,0.7052956542388982,0.2829889970711628
ag_167641,43.3299,76.9477,44.8673640167364,956,1.0,True,696.7488403320312,5.278741417748892,10.621874482878992,21.606217772430902,0.4929889883545908,0.4659748078903589
ag_167642,43.1759,76.8726,21.76202928870293,956,1.0,True,1062.0533447265625,4.998166029773626,57.99542964272274,11.938486375483407,0.3369315025001984,0.5196444162235098
ag_167643,43.3364,76.9775,37.595078534031416,955,0.9989539748953976,True,684.215087890625,2.396249551687939,294.97783400523247,18.19688377324732,0.6675898085140054,0.2996518436461465
ag_167644,43.263037,76.957877,29.95784518828452,956,1.0,True,790.97705078125,3.9636758990791296,9.272347406278175,25.475938067487537,0.6819118579581483,0.3097653772986684
ag_167645,43.2886,76.9765,25.14560669456067,956,1.0,True,737.98828125,2.377186318084667,99.58412211110016,16.649675678069258,0.6875594294770206,0.3122820919175911
ag_167646,43.3695,76.9869,35.74716981132076,954,0.997907949790795,True,661.3831176757812,3.494669714271545,104.8460944288328,11.440333962427742,0.5270569620253165,0.2692246835443038
ag_167647,43.3454,76.9588,47.60135983263599,956,1.0,True,683.0824584960938,2.6265929455265478,17.694478899940634,16.00245778058604,0.8229471850502811,0.1726977591258215
ag_167649,43.1934,76.8186,23.524816753926704,955,0.9989539748953976,True,886.7554321289062,2.7969003689520195,4.504976055109701,7.939434682336826,0.2977626150428435,0.5219771501110758
ag_167650,43.198,76.7905,27.85162644281217,953,0.9968619246861924,True,838.7940673828125,2.841982230048946,19.35835346821831,11.230917804996752,0.4665079365079365,0.0608730158730158
ag_167651,43.3038,76.837,30.75591623036649,955,0.9989539748953976,True,743.8580322265625,2.3914302286879368,8.986135102166381,17.826222101174565,0.3513449367088607,0.0115506329113924
ag_167652,43.2668,76.8949,28.84382845188285,956,1.0,True,758.2097778320312,4.398818484846129,469.074653030934,16.998408025940588,0.8623257287705957,0.1328422053231939
ag_167654,43.3253,76.9676,37.04309623430962,956,1.0,True,692.8072509765625,2.681651701686854,13.227112730561975,14.9682582711016,0.6819908213324893,0.3154771324576673
ag_167655,43.2735,76.8904,33.89109947643979,955,0.9989539748953976,True,750.8934326171875,1.987677242054025,38.44621143317662,20.657224684979628,0.927246790299572,0.0370898716119828
ag_167656,43.3118,76.9557,35.57211740041929,954,0.997907949790795,True,707.62548828125,1.7845126101710795,0.0991914557583323,11.24227118249034,0.4377128375702859,0.5572978538053378
ag_167657,43.1636,76.8097,20.37394514767933,948,0.99163179916318,True,1052.53564453125,16.052477867315318,1135.430024798868,0.0,0.061352618612413576,0.5757768417706429
ag_167658,43.1732,76.8317,24.857187827911854,953,0.9968619246861924,True,1013.79541015625,4.177517093176773,20.39906632161249,0.0,0.2388474361009684,0.5184156215272265
ag_167659,43.1868,76.8599,26.30797024442083,941,0.9843096234309624,True,997.0817260742188,3.052298126047829,1.9531953948913696,15.104600675988127,0.3557600761662964,0.3926531259917487
ag_167660,43.2939,76.9449,33.75832460732985,955,0.9989539748953976,True,731.3433227539062,5.024588842994933,44.88995815909298,0.0,0.5490413563619078,0.39866899065124384
ag_167661,43.208327,76.819198,24.27175732217573,956,1.0,True,851.941650390625,2.2640162508988224,302.0756882976257,18.699066376314345,0.6907085614536221,0.1653574545743077
ag_167662,43.4143,77.0315,41.67928870292887,956,1.0,True,638.3644409179688,0.6377449230430443,446.0365286072865,15.78971798684345,0.4725821744627054,0.004582806573957
ag_167663,43.3144,76.9657,39.61725941422594,956,1.0,True,702.450927734375,3.063126249781968,2.1935683983273,17.314633926120937,0.8419301164725458,0.1561682909436653
ag_167665,43.2937,76.9154,31.49832635983264,956,1.0,True,733.8631591796875,2.9123450760690712,92.02638756081728,0.0,0.5429498852030719,0.3568996912358483
ag_167668,43.2197,76.8015,27.42869109947644,955,0.9989539748953976,True,799.70556640625,2.684852645258182,60.555703099352414,12.918400873326942,0.7186558884133777,0.2328419717863369
ag_167669,43.3224,76.8863,52.64006276150628,956,1.0,True,714.023681640625,1.8016947021604197,80.04530237215072,0.0,0.7540801774679131,0.17643796545713833
ag_167670,43.3167,76.9266,39.840585774058574,956,1.0,True,707.8991088867188,2.6419379927605773,105.18710917852738,14.889758831319533,0.8278727445394112,0.0451092117758784
ag_167672,43.3105,76.8742,38.19691738594328,811,0.8483263598326359,True,725.0538330078125,1.3409152912829592,19.797671960726486,0.0,0.7652786573780874,0.11637112096263458
ag_167673,43.3382,76.8995,43.47029288702929,956,1.0,True,697.449951171875,1.6440377433942512,80.69399938357556,17.094407767205674,0.6216002530044276,0.0229285262492093
ag_167674,43.2604,76.8725,28.58242677824268,956,1.0,True,763.6367797851562,1.7403055437219617,64.13812406042209,19.1353326032962,0.8718091009988901,0.1097193594418899
ag_167675,43.2607,76.8858,26.864539748953973,956,1.0,True,764.8327026367188,2.260701833096561,86.51581500278499,22.480981854486966,0.9088386841062228,0.0706302021403091
ag_167677,43.4737,76.9641,40.64309623430962,956,1.0,True,620.2185668945312,1.2210023394830525,259.440363559785,11.777535942048315,0.7401705352913311,0.0847149849992104
ag_167678,43.3175,77.2293,35.68821052631579,950,0.9937238493723848,True,940.484619140625,3.2555862712458543,0.7672064826319662,17.022375707765622,0.5288902960265949,0.0294443564983378
ag_167679,43.3049,76.9187,32.24059829059829,936,0.9790794979079498,True,721.3886108398438,3.378184257878295,317.05044407257435,19.72268444371861,0.6324298621017594,0.3117768267554287
ag_167680,43.2811,76.8806,31.36548117154812,956,1.0,True,756.3856811523438,4.154900055650532,79.0014606939549,10.73265663955075,0.7963858286438932,0.1256241578822224
ag_167682,43.2239,76.8291,40.79664570230608,954,0.997907949790795,True,824.1568603515625,2.4558980292259096,9.28190293984403,0.0,0.922924431052256,0.07152485924986124
ag_167683,43.3575,76.9354,41.07647679324894,948,0.99163179916318,True,683.1727294921875,2.7136976974107263,81.68578731559523,19.755626210639,0.7120924343146565,0.2079772079772079
ag_167687,43.21574,76.791652,27.29884816753927,955,0.9989539748953976,True,799.6239624023438,0.8887064027599441,41.59615870581916,22.35973916048178,0.6165198762199476,0.0509402523208759
ag_167688,43.3183,76.9783,26.9902719665272,956,1.0,True,695.0338745117188,0.6348082169441142,50.915888099678845,18.902818574582053,0.5329056783083868,0.1681317811039835
ag_167689,43.3046,76.853,49.89052631578947,950,0.9937238493723848,True,727.1826782226562,0.8800743522676788,68.24850231408115,16.526195218431386,0.8654942965779467,0.0731147021546261
ag_167691,43.3177,76.9839,35.375732217573216,956,1.0,True,693.98974609375,5.513018592408412,2.2949329823725177,18.26201038207691,0.268259871805017,0.108174408483026
ag_167693,43.2227,76.8467,24.980857740585776,956,1.0,True,846.6654663085938,6.716425673219791,135.25685280834057,27.75266385140445,0.6566489572595353,0.311474109904052
ag_167694,43.3148,77.0216,31.336087866108787,956,1.0,True,706.30712890625,4.320867462348641,16.62854464048578,17.319433923275895,0.0508072174738841,0.0694840139284583
ag_167695,43.2015,76.7636,30.43743427970557,951,0.9947698744769874,True,813.04296875,0.930630731285989,254.407671449246,14.964685714536929,0.2904557725901223,0.0359695092901381
ag_167700,43.1833,76.8416,31.22415966386555,952,0.99581589958159,True,978.240234375,3.9226105230248627,3.9429962999806767,0.0,0.5096794668359251,0.341796255157093
ag_167701,43.4012,76.7513,36.54582893347413,947,0.9905857740585774,True,667.487548828125,0.5794990206656472,129.58632638233348,15.14996974713633,0.2749407114624506,7.905138339920949e-05
ag_167702,43.2487,76.887,27.895502092050208,956,1.0,True,786.4976806640625,1.6864944719282966,113.43849483601872,24.143511432301988,0.677202154626109,0.3119455006337135
ag_167706,43.25005,76.9179,23.810878661087862,956,1.0,True,797.253662109375,5.588472872911394,58.16913538333472,23.716495478705543,0.5483359746434231,0.4412044374009509
ag_167707,43.2509,76.8338,35.21046025104602,956,1.0,True,766.4010009765625,2.7097685457859986,11.083100147117689,0.0,0.8370746410724201,0.14928214484016816
ag_167709,43.2718,76.8449,42.54460732984293,955,0.9989539748953976,True,753.8009643554688,3.4257168361835664,52.61654329204521,14.701515200172588,0.8597908745247148,0.1328422053231939
ag_170428,43.2851,76.9481,34.14937238493724,956,1.0,True,739.3526611328125,3.514397712000152,23.682432395092505,0.0,0.9013470681458003,0.08763866877971474
ag_170429,43.2885,77.004,25.07403141361257,955,0.9989539748953976,True,749.4373168945312,5.629687072374758,56.61357407203327,16.241534068309793,0.3506658211794546,0.0252060875079264
ag_171445,43.2358,76.9518,21.423744769874475,956,1.0,True,903.7335205078124,11.76024784350128,202.2248539331308,22.43211997862625,0.4850142721217887,0.4716143355534412
ag_171446,43.231494,76.934146,21.42316561844864,954,0.997907949790795,True,873.9725341796875,3.4107997512531614,6.078885135116075,27.178917103445816,0.5933238185854741,0.3562480177608627
ag_171447,43.2374,76.8995,26.680857740585772,956,1.0,True,820.11962890625,3.2446877971530603,9.807036244185188,25.9856410673028,0.5808088818398097,0.3960348929421094
ag_171448,43.222398,76.678183,28.57029288702929,956,1.0,True,805.5698852539062,3.8637240583964703,989.8775927488932,0.0,0.5912767644726408,0.2959555908009516
ag_171449,43.2734,76.6685,40.882949790794974,956,1.0,True,746.1895751953125,2.164432523823533,1575.7305904117027,0.0,0.6465831615665134,0.19026478515934675
ag_173261,43.2427,76.8175,32.40690376569037,956,1.0,True,775.7272338867188,6.024417147680421,53.90987080785068,23.359793666246528,0.8155101394169835,0.0910963244613434
ag_173265,43.2958,76.9374,35.62251308900524,955,0.9989539748953976,True,725.2061157226562,2.6541928468343556,225.48856095619647,0.0,0.7334336157073866,0.21882669622357692
ag_173269,43.2267,76.9492,20.881171548117155,956,1.0,True,932.4544677734376,4.760549146685864,99.87855829961526,28.50480183231325,0.6225023786869648,0.2550745321915635
ag_173630,43.1642,77.0494,17.02701570680628,955,0.9989539748953976,True,1617.226318359375,8.54686138713777,145.47989954101763,0.0,0.07269264344099674,0.5881279263550512
ag_186392,43.213101,76.7950629,28.41359832635984,956,1.0,True,806.1631469726562,1.897777809343084,436.2603633530919,18.670984538040315,0.4456254461806933,0.0477512493059411
