model,n,MAE_pooled,RMSE_pooled,R2_pooled,MAE_block_macro,RMSE_block_macro
XGBoost_coord_only_tuned,107,8.283533040591022,9.500012724382053,-0.29344235889708403,7.294660443370806,8.354635849034882
