draw,random_network_mean_MAE_ugm3
1080,16.816711441313007
1081,21.730657505432266
1082,24.974745836197485
1083,23.876954101364827
1084,22.25588153382759
1085,21.45967630881067
1086,22.684534156683302
1087,19.549636113967548
1088,16.188484339941706
1089,17.04491149160873
1090,17.405199116998983
1091,20.200211821447752
1092,21.68871429855025
1093,22.208621878318493
1094,19.431178866044434
1095,23.11671909569314
1096,25.043234312724774
1097,22.34137549837033
1098,17.78230677932223
1099,19.380281228756175
1100,12.29153683975494
1101,20.299773058190166
1102,19.172036960967638
1103,23.428995009319664
1104,28.077369998393337
1105,25.45436685615863
1106,18.467942765367702
1107,15.411604342361551
1108,22.238952897323927
1109,22.754075715966636
1110,26.247582758766125
1111,21.544346404930707
1112,22.62530642645194
1113,14.181157347428218
1114,22.393653807753466
1115,23.268047937779965
1116,26.59765100091755
1117,21.549548072352653
1118,17.26979691405848
1119,22.860821053311327
1120,19.813193418835798
1121,20.585561172973016
1122,20.870212854675078
1123,21.96670651098636
1124,21.861720139669504
1125,19.2073724105251
1126,24.12517176689502
1127,19.725791302201404
1128,20.9571812212535
1129,20.068551656565475
1130,27.360786721223587
1131,20.103398476259613
1132,23.66946935478862
1133,22.06004611057402
1134,14.52233757740335
1135,17.787566789761822
1136,19.729212473095007
1137,23.729010028010602
1138,18.528827325422117
1139,20.513954586626514
1140,22.167026057305506
1141,16.528784293663545
1142,16.652883782751143
1143,20.020961718079022
1144,19.869899975139884
1145,26.883021078699212
1146,23.573133122318122
1147,14.939181388460343
1148,16.383216515224664
1149,18.02814859141426
1150,18.768643296125646
1151,16.13464668277663
1152,22.999815837948006
1153,27.9549774667833
1154,23.755785595105113
1155,19.34117092639311
1156,19.45057537598157
1157,27.682919278660375
1158,24.061199428046887
1159,20.656603313327064
1160,17.327432548060337
1161,21.911286603391915
1162,20.639223146631235
1163,24.011115635367656
1164,15.20174368149789
1165,22.612311413872618
1166,25.470672808696637
1167,17.005818198097593
1168,23.501692856167693
1169,16.5691114952874
1170,23.837996654423495
1171,23.498581157499117
1172,27.708632578942694
1173,21.573378891526826
1174,14.612756378547545
1175,17.57518019651813
1176,19.943385453465314
1177,17.269640924895278
1178,23.236462349948415
1179,19.576704866412083
1180,20.20472351549049
1181,17.73439373146172
1182,25.864485193127354
1183,20.35280330704356
1184,17.321651082195533
1185,21.019930558727864
1186,17.876094597484983
1187,25.47891729365888
1188,20.745393349663736
1189,19.202061272877042
1190,26.330693349313695
1191,15.248848109534848
1192,19.792835959086037
1193,21.063486521299318
1194,22.174193949949785
1195,20.61387606216243
1196,20.632878841047628
1197,20.30174816193952
1198,17.396954453448704
1199,19.76234570808018
1200,24.749130050799753
1201,19.698707641990804
1202,18.915987516000303
1203,20.193224428132964
1204,29.592775292862072
1205,14.733438826613034
1206,23.110787033947833
1207,21.935756319120824
1208,22.300421620970912
1209,18.115275124328548
1210,19.835765889277127
1211,23.5341844502463
1212,20.188018180362544
1213,18.094649033938964
1214,18.09994313615082
1215,26.57962342341
1216,20.59479481518585
1217,23.88598013670894
1218,21.26758727621564
1219,18.966212445619163
1220,19.12882804963822
1221,27.162613615446357
1222,22.883249574684584
1223,20.057440717019634
1224,25.021593145905147
1225,22.763015465838606
1226,16.28667014046388
1227,17.42096650620735
1228,21.110362801860926
1229,19.97703000744462
1230,21.665886845878756
1231,23.04619991200926
1232,18.61904042444065
1233,14.547644767130945
1234,22.38943416225372
1235,23.042603292891638
1236,17.365745639007983
1237,22.060283081754452
1238,21.439166259962732
1239,22.766242489988826
1240,14.116178480736588
1241,14.678202246692843
1242,21.97163778751616
1243,21.28677639415069
1244,13.707636165287765
1245,20.84968407930086
1246,24.064699711334374
1247,24.9844082775471
1248,17.22916988317459
1249,20.02154050396893
1250,25.256159687070994
1251,24.042868684290628
1252,22.57105748539303
1253,18.82401253065692
1254,27.6819840318377
1255,20.110308430843734
1256,18.546766530004156
1257,21.289909694177766
1258,19.95650406922938
1259,24.187442644113833
1260,14.93819357836305
1261,18.705777374839123
1262,20.071855841752164
1263,21.787558809833754
1264,14.50605184118587
1265,25.42727990592722
1266,25.21379913699683
1267,17.980777295507135
1268,19.106571821775734
1269,21.524126810341283
1270,18.107603385890766
1271,17.14046878595592
1272,23.173000801911755
1273,22.021533022806675
1274,22.411796800694123
1275,20.98718105656214
1276,17.00145588231202
1277,24.005316359355163
1278,19.58070980029151
1279,23.55232511490623
1280,19.91105423542232
1281,14.090028324926235
1282,25.60419856946068
1283,18.588452800393515
1284,25.095270016095117
1285,16.990221651052106
1286,16.325393469821567
1287,22.911308817977456
1288,25.20605756362198
1289,22.843940540211705
1290,24.540322010105328
1291,23.217402165936623
1292,27.09641204662927
1293,22.981994572768233
1294,13.912431175617025
1295,20.982838006463535
1296,20.7503867601681
1297,23.12911243235946
1298,20.80887684310164
1299,25.523318206166334
1300,32.8526003018336
1301,18.923740934535857
1302,19.060658787621524
1303,24.758981972557393
1304,20.20029810701659
1305,26.078510031503967
1306,15.305049754615695
1307,18.349808642520752
1308,18.90933164015237
1309,17.210291179107372
1310,18.341476506321353
1311,18.293759392778824
1312,28.700173991062425
1313,27.48566528002095
1314,20.853354513997065
1315,17.894578408465843
1316,19.142042821047692
1317,23.037496658792023
1318,22.04620963696577
1319,16.938452826774956
1320,14.718677319019404
1321,18.193517559754223
1322,19.91478543142967
1323,20.070751377676583
1324,18.382779297359235
1325,19.6234926950374
1326,32.492411785797735
1327,19.105795189943326
1328,15.907789720113053
1329,19.307347299485873
1330,24.97691874418714
1331,19.318047484440665
1332,15.84342796768212
1333,25.753871777165113
1334,15.32489169288526
1335,25.024649368117863
1336,22.8215730529767
1337,27.748501048621325
1338,22.989607583102774
1339,21.530683622523252
1340,18.982473107772837
1341,18.475980159310016
1342,26.486259841956294
1343,18.68019563126443
1344,18.200382737893772
1345,20.206979891780545
1346,22.890001456859697
1347,12.77300787829063
1348,19.89173074273584
1349,21.90193421144245
1350,16.547156728941506
1351,20.806785585640515
1352,18.51198789548279
1353,19.040531909185507
1354,18.704917036895335
