metric,matched_subset,random_median,random_q025,random_q975,matched_percentile
mean_bias,5.955780386704589,-0.10907540378772201,-4.4768119535118736,4.703164219510323,0.9926666666666667
mae_daily_mean,6.050388937741711,1.8214955688041896,0.7845123092602997,5.366529947424797,0.9886666666666667
mean_max_capture_ratio,0.8756936683573318,0.8093391252593641,0.6465507010481624,0.9438687922792804,0.8503333333333334
mean_topdecile_recall,0.20466830466830463,0.09852579852579851,0.012285012285012284,0.21449631449631448,0.9626666666666667
hotspot_day_detection_share,0.918918918918919,0.7837837837837838,0.10810810810810811,1.0,0.8386666666666667
mean_sd_ratio,1.0662033685546832,0.9805235097584963,0.6546228557115938,1.25239005482485,0.743
